 #  t  vx  vy   vz
  1.36018, -0.63827, -1.26627,  0.68009
  1.47745, -0.98998, -1.09755,  0.73873
  1.48280, -0.99417, -1.08892,  0.74140
  1.49847, -0.99995, -1.06321,  0.74923
  1.52358, -0.98904, -1.02065,  0.76179
  1.52368, -0.98896, -1.02049,  0.76184
  1.54696, -0.95678, -0.97961,  0.77348
  1.54892, -0.95313, -0.97610,  0.77446
  1.55260, -0.94588, -0.96951,  0.77630
  1.55725, -0.93600, -0.96112,  0.77862
  1.56929, -0.90672, -0.93917,  0.78464
  1.60661, -0.78391, -0.86903,  0.80331
  1.61223, -0.76151, -0.85821,  0.80611
  1.62686, -0.69878, -0.82970,  0.81343
  1.64799, -0.59797, -0.78779,  0.82399
  1.65943, -0.53885, -0.76472,  0.82972
  1.68218, -0.41337, -0.71813,  0.84109
  1.68921, -0.37275, -0.70354,  0.84460
  1.70375, -0.28650, -0.67309,  0.85188
  1.73723, -0.08013, -0.60170,  0.86862
  1.76942,  0.12174, -0.53148,  0.88471
  1.78665,  0.22824, -0.49334,  0.89332
  1.82496,  0.45376, -0.40725,  0.91248
  1.86389,  0.65607, -0.31826,  0.93195
  1.86491,  0.66091, -0.31591,  0.93246
  1.87350,  0.70043, -0.29609,  0.93675
  1.87659,  0.71412, -0.28897,  0.93829
  1.90488,  0.82665, -0.22330,  0.95244
  1.90973,  0.84343, -0.21197,  0.95487
  1.94987,  0.95081, -0.11798,  0.97494
  1.95728,  0.96419, -0.10058,  0.97864
  1.96985,  0.98211, -0.07101,  0.98493
  1.97029,  0.98263, -0.06997,  0.98515
  1.99407,  0.99931, -0.01396,  0.99704
  2.00653,  0.99916,  0.01538,  1.00326
  2.01025,  0.99793,  0.02415,  1.00513
  2.03427,  0.97691,  0.08071,  1.01714
  2.04773,  0.95537,  0.11235,  1.02386
  2.12822,  0.69267,  0.30007,  1.06411
  2.13155,  0.67740,  0.30777,  1.06578
  2.13864,  0.64400,  0.32408,  1.06932
  2.16072,  0.53199,  0.37468,  1.08036
  2.16737,  0.49619,  0.38982,  1.08368
  2.17160,  0.47294,  0.39944,  1.08580
  2.19088,  0.36297,  0.44305,  1.09544
  2.20153,  0.29987,  0.46695,  1.10076
  2.22092,  0.18172,  0.51014,  1.11046
  2.24308,  0.04347,  0.55893,  1.12154
  2.28878, -0.24124,  0.65732,  1.14439
  2.29074, -0.25318,  0.66147,  1.14537
  2.30001, -0.30906,  0.68100,  1.15000
  2.30797, -0.35625,  0.69767,  1.15399
  2.33810, -0.52573,  0.75971,  1.16905
  2.34737, -0.57435,  0.77846,  1.17369
  2.34864, -0.58083,  0.78101,  1.17432
  2.35784, -0.62691,  0.79944,  1.17892
  2.38287, -0.74121,  0.84872,  1.19144
  2.42860, -0.90106,  0.93529,  1.21430
  2.43930, -0.92816,  0.95487,  1.21965
  2.44199, -0.93430,  0.95974,  1.22099
  2.44925, -0.94959,  0.97282,  1.22462
  2.47071, -0.98311,  1.01076,  1.23536
  2.53096, -0.98115,  1.11096,  1.26548
  2.54424, -0.96161,  1.13175,  1.27212
  2.55690, -0.93676,  1.15111,  1.27845
  2.56912, -0.90716,  1.16935,  1.28456
  2.57614, -0.88774,  1.17963,  1.28807
  2.62727, -0.69693,  1.25017,  1.31364
  2.64440, -0.61587,  1.27202,  1.32220
  2.66346, -0.51733,  1.29525,  1.33173
  2.67156, -0.47312,  1.30477,  1.33578
  2.71000, -0.24871,  1.34704,  1.35500
  2.72286, -0.16971,  1.36009,  1.36143
  2.73460, -0.09662,  1.37153,  1.36730
  2.74275, -0.04554,  1.37919,  1.37137
  2.74562, -0.02750,  1.38184,  1.37281
  2.78621,  0.22557,  1.41621,  1.39311
  2.82616,  0.46047,  1.44442,  1.41308
  2.85675,  0.62156,  1.46219,  1.42837
  2.86838,  0.67707,  1.46805,  1.43419
  2.88135,  0.73474,  1.47402,  1.44067
  2.96806,  0.97993,  1.49811,  1.48403
  2.97330,  0.98596,  1.49868,  1.48665
  2.98523,  0.99570,  1.49960,  1.49261
  2.99692,  0.99981,  1.49998,  1.49846
  3.00003,  1.00000,  1.50000,  1.50002
  3.01430,  0.99597,  1.49962,  1.50715
  3.03798,  0.97165,  1.49733,  1.51899
  3.05244,  0.94620,  1.49491,  1.52622
  3.11772,  0.73870,  1.47443,  1.55886
  3.12106,  0.72441,  1.47296,  1.56053
  3.13207,  0.67501,  1.46784,  1.56603
  3.17359,  0.46184,  1.44458,  1.58680
  3.21214,  0.23567,  1.41749,  1.60607
  3.22248,  0.17208,  1.40933,  1.61124
  3.24123,  0.05507,  1.39359,  1.62062
  3.24272,  0.04574,  1.39230,  1.62136
  3.24721,  0.01753,  1.38832,  1.62360
  3.28544, -0.22085,  1.35173,  1.64272
  3.31986, -0.42497,  1.31462,  1.65993
  3.33575, -0.51311,  1.29618,  1.66788
  3.35133, -0.59455,  1.27731,  1.67567
  3.38098, -0.73316,  1.23932,  1.69049
  3.44083, -0.93168,  1.15452,  1.72041
  3.51797, -0.99363,  1.03031,  1.75898
  3.61252, -0.76033,  0.85765,  1.80626
  3.61534, -0.74868,  0.85218,  1.80767
  3.63709, -0.65138,  0.80951,  1.81855
  3.68242, -0.41197,  0.71763,  1.84121
  3.69679, -0.32811,  0.68771,  1.84840
  3.72196, -0.17525,  0.63448,  1.86098
  3.79377,  0.27159,  0.47745,  1.89689
  3.80060,  0.31260,  0.46218,  1.90030
  3.80167,  0.31897,  0.45979,  1.90083
  3.80358,  0.33036,  0.45549,  1.90179
  3.81584,  0.40200,  0.42789,  1.90792
  3.83060,  0.48503,  0.39446,  1.91530
  3.83209,  0.49324,  0.39105,  1.91605
  3.84076,  0.53985,  0.37130,  1.92038
  3.85193,  0.59755,  0.34574,  1.92596
  3.86122,  0.64333,  0.32440,  1.93061
  3.88811,  0.76288,  0.26229,  1.94405
  3.90393,  0.82327,  0.22551,  1.95196
  3.92644,  0.89507,  0.17294,  1.96322
  3.92725,  0.89734,  0.17104,  1.96363
  4.05199,  0.94711, -0.12237,  2.02600
  4.05293,  0.94520, -0.12458,  2.02647
  4.05343,  0.94417, -0.12575,  2.02672
  4.05634,  0.93798, -0.13259,  2.02817
  4.06800,  0.91010, -0.15992,  2.03400
  4.08130,  0.87233, -0.19104,  2.04065
  4.08391,  0.86422, -0.19713,  2.04195
  4.08762,  0.85226, -0.20579,  2.04381
  4.10048,  0.80723, -0.23577,  2.05024
  4.10964,  0.77194, -0.25707,  2.05482
  4.12936,  0.68747, -0.30270,  2.06468
  4.13382,  0.66684, -0.31300,  2.06691
  4.13815,  0.64636, -0.32295,  2.06907
  4.15341,  0.57031, -0.35798,  2.07671
  4.17417,  0.45863, -0.40528,  2.08708
  4.19607,  0.33240, -0.45471,  2.09804
  4.21076,  0.24407, -0.48757,  2.10538
  4.26852, -0.11608, -0.61408,  2.13426
  4.26863, -0.11681, -0.61433,  2.13432
  4.27207, -0.13820, -0.62170,  2.13603
  4.32720, -0.46625, -0.73745,  2.16360
  4.32952, -0.47912, -0.74221,  2.16476
  4.34979, -0.58672, -0.78333,  2.17490
  4.35874, -0.63128, -0.80122,  2.17937
  4.36916, -0.68071, -0.82189,  2.18458
  4.42866, -0.90122, -0.93541,  2.21433
  4.42947, -0.90342, -0.93690,  2.21474
  4.43013, -0.90518, -0.93811,  2.21507
  4.48062, -0.99260, -1.02789,  2.24031
  4.49855, -0.99996, -1.05825,  2.24928
  4.49922, -0.99999, -1.05936,  2.24961
  4.54508, -0.96015, -1.13305,  2.27254
  4.54836, -0.95419, -1.13810,  2.27418
  4.61257, -0.76012, -1.23070,  2.30629
  4.61344, -0.75657, -1.23186,  2.30672
  4.65222, -0.57642, -1.28169,  2.32611
  4.65400, -0.56729, -1.28385,  2.32700
  4.66317, -0.51888, -1.29490,  2.33159
  4.68507, -0.39674, -1.32017,  2.34254
  4.68770, -0.38152, -1.32310,  2.34385
  4.71744, -0.20318, -1.35466,  2.35872
  4.72784, -0.13881, -1.36500,  2.36392
  4.72967, -0.12741, -1.36678,  2.36483
  4.73805, -0.07500, -1.37480,  2.36903
  4.76957,  0.12266, -1.40281,  2.38479
  4.82038,  0.42792, -1.44069,  2.41019
  4.82566,  0.45769, -1.44410,  2.41283
  4.83145,  0.48969, -1.44773,  2.41572
  4.91193,  0.85076, -1.48567,  2.45596
  4.94197,  0.93427, -1.49377,  2.47099
  4.94712,  0.94531, -1.49483,  2.47356
  4.97133,  0.98382, -1.49848,  2.48566
  4.97294,  0.98558, -1.49865,  2.48647
  4.97589,  0.98855, -1.49892,  2.48795
  4.98898,  0.99760, -1.49978,  2.49449
  5.05762,  0.93517, -1.49386,  2.52881
  5.05784,  0.93468, -1.49381,  2.52892
  5.07712,  0.88487, -1.48901,  2.53856
  5.11287,  0.75887, -1.47648,  2.55644
  5.12493,  0.70740, -1.47121,  2.56247
  5.14338,  0.62094, -1.46212,  2.57169
  5.14726,  0.60162, -1.46005,  2.57363
  5.16081,  0.53151, -1.45240,  2.58041
  5.18492,  0.39759, -1.43716,  2.59246
  5.19168,  0.35828, -1.43252,  2.59584
  5.19227,  0.35484, -1.43211,  2.59613
  5.20573,  0.27456, -1.42235,  2.60287
  5.23269,  0.10852, -1.40091,  2.61635
  5.24164,  0.05249, -1.39324,  2.62082
  5.24172,  0.05201, -1.39317,  2.62086
  5.24931,  0.00431, -1.38644,  2.62466
  5.24997,  0.00021, -1.38585,  2.62498
  5.25214, -0.01343, -1.38388,  2.62607
  5.25374, -0.02349, -1.38242,  2.62687
  5.25811, -0.05091, -1.37840,  2.62905
  5.26080, -0.06781, -1.37588,  2.63040
  5.28152, -0.19676, -1.35571,  2.64076
  5.29592, -0.28457, -1.34084,  2.64796
  5.33546, -0.51155, -1.29652,  2.66773
  5.34797, -0.57744, -1.28145,  2.67399
  5.35665, -0.62104, -1.27071,  2.67832
  5.35975, -0.63623, -1.26680,  2.67988
  5.36622, -0.66705, -1.25858,  2.68311
  5.37015, -0.68525, -1.25351,  2.68508
  5.39716, -0.79838, -1.21745,  2.69858
  5.39964, -0.80768, -1.21402,  2.69982
  5.41238, -0.85223, -1.19616,  2.70619
  5.41281, -0.85365, -1.19554,  2.70640
  5.51096, -0.99763, -1.04225,  2.75548
  5.53356, -0.97785, -1.00330,  2.76678
  5.53623, -0.97420, -0.99861,  2.76812
  5.55310, -0.94486, -0.96861,  2.77655
  5.57135, -0.90119, -0.93539,  2.78567
  5.63942, -0.64020, -0.80488,  2.81971
  5.64099, -0.63260, -0.80176,  2.82050
  5.64381, -0.61880, -0.79615,  2.82191
  5.69247, -0.35367, -0.69675,  2.84623
  5.73355, -0.10318, -0.60964,  2.86677
  5.78694,  0.23005, -0.49268,  2.89347
  5.80578,  0.34336, -0.45055,  2.90289
  5.82396,  0.44818, -0.40951,  2.91198
  5.83693,  0.51946, -0.38003,  2.91847
  5.86208,  0.64746, -0.32242,  2.93104
  5.87752,  0.71823, -0.28680,  2.93876
  5.90029,  0.81010, -0.23397,  2.95015
  5.90621,  0.83132, -0.22020,  2.95310
  5.92701,  0.89666, -0.17161,  2.96350
  5.92870,  0.90131, -0.16766,  2.96435
  5.95049,  0.95201, -0.11653,  2.97525
  6.02668,  0.98598,  0.06285,  3.01334
  6.03059,  0.98159,  0.07204,  3.01529
  6.08052,  0.87473,  0.18922,  3.04026
  6.08703,  0.85419,  0.20441,  3.04351
  6.10373,  0.79503,  0.24332,  3.05186
  6.10661,  0.78390,  0.25003,  3.05331
  6.11045,  0.76872,  0.25893,  3.05522
  6.12844,  0.69168,  0.30057,  3.06422
  6.15347,  0.57001,  0.35811,  3.07673
  6.15464,  0.56393,  0.36080,  3.07732
  6.17789,  0.43771,  0.41372,  3.08895
  6.22152,  0.17800,  0.51147,  3.11076
  6.23969,  0.06475,  0.55150,  3.11984
  6.25359, -0.02257,  0.58184,  3.12680
  6.25970, -0.06094,  0.59508,  3.12985
  6.27603, -0.16284,  0.63020,  3.13802
  6.28505, -0.21848,  0.64943,  3.14253
  6.28966, -0.24660,  0.65918,  3.14483
  6.37720, -0.71680,  0.83765,  3.18860
  6.40354, -0.82188,  0.88840,  3.20177
  6.40936, -0.84217,  0.89942,  3.20468
  6.41460, -0.85945,  0.90927,  3.20730
  6.42555, -0.89256,  0.92965,  3.21277
  6.49727, -0.99985,  1.05611,  3.24864
  6.49930, -0.99999,  1.05949,  3.24965
  6.51097, -0.99762,  1.07879,  3.25549
  6.55719, -0.93612,  1.15154,  3.27860
  6.57724, -0.88454,  1.18123,  3.28862
  6.65292, -0.57284,  1.28254,  3.32646
  6.67430, -0.45792,  1.30793,  3.33715
  6.68153, -0.41704,  1.31620,  3.34077
  6.69203, -0.35625,  1.32788,  3.34601
  6.69451, -0.34165,  1.33059,  3.34725
  6.70565, -0.27508,  1.34250,  3.35282
  6.71821, -0.19838,  1.35544,  3.35911
  6.73528, -0.09235,  1.37218,  3.36764
  6.76758,  0.11024,  1.40114,  3.38379
  6.79144,  0.25744,  1.42022,  3.39572
  6.79153,  0.25797,  1.42029,  3.39576
  6.82844,  0.47315,  1.44586,  3.41422
  6.85034,  0.58950,  1.45874,  3.42517
  6.86443,  0.65864,  1.46612,  3.43222
  6.87509,  0.70751,  1.47122,  3.43755
  6.89755,  0.79987,  1.48062,  3.44878
  6.91268,  0.85322,  1.48591,  3.45634
  6.91488,  0.86035,  1.48661,  3.45744
  6.92101,  0.87936,  1.48847,  3.46051
  6.95838,  0.96601,  1.49680,  3.47919
  6.96589,  0.97712,  1.49785,  3.48294
  6.96759,  0.97934,  1.49806,  3.48379
  6.98967,  0.99789,  1.49980,  3.49483
  6.99902,  0.99998,  1.50000,  3.49951
  7.00642,  0.99919,  1.49992,  3.50321
  7.02339,  0.98922,  1.49899,  3.51169
  7.03264,  0.97905,  1.49803,  3.51632
  7.04229,  0.96491,  1.49669,  3.52114
  7.04499,  0.96030,  1.49626,  3.52250
  7.08884,  0.84820,  1.48542,  3.54442
  7.13505,  0.66106,  1.46637,  3.56753
  7.13538,  0.65950,  1.46621,  3.56769
  7.14062,  0.63441,  1.46355,  3.57031
  7.16560,  0.50578,  1.44954,  3.58280
  7.18543,  0.39468,  1.43682,  3.59271
  7.22853,  0.13448,  1.40439,  3.61427
  7.24871,  0.00809,  1.38698,  3.62436
  7.27506, -0.15680,  1.36216,  3.63753
  7.28301, -0.20591,  1.35421,  3.64150
  7.35052, -0.59044,  1.27832,  3.67526
  7.37308, -0.69853,  1.24971,  3.68654
  7.42691, -0.89639,  1.17518,  3.71345
  7.43028, -0.90557,  1.17024,  3.71514
  7.46769, -0.97946,  1.11310,  3.73384
  7.48841, -0.99735,  1.07979,  3.74421
  7.49470, -0.99944,  1.06946,  3.74735
  7.52861, -0.98388,  1.01193,  3.76431
  7.58411, -0.86359,  0.91170,  3.79205
  7.63692, -0.65221,  0.80986,  3.81846
  7.66053, -0.53302,  0.76249,  3.83026
  7.68190, -0.41492,  0.71869,  3.84095
  7.69367, -0.34661,  0.69425,  3.84683
  7.70813, -0.26004,  0.66386,  3.85407
  7.71365, -0.22642,  0.65218,  3.85682
  7.72436, -0.16042,  0.62936,  3.86218
  7.74381, -0.03890,  0.58748,  3.87190
  7.76485,  0.09318,  0.54154,  3.88243
  7.77998,  0.18727,  0.50815,  3.88999
  7.80369,  0.33096,  0.45526,  3.90184
  7.85538,  0.61478,  0.33784,  3.92769
  7.87904,  0.72481,  0.28330,  3.93952
  7.88446,  0.74785,  0.27075,  3.94223
  7.92432,  0.88906,  0.17790,  3.96216
  7.93057,  0.90634,  0.16327,  3.96528
  7.94462,  0.94008,  0.13031,  3.97231
  8.02383,  0.98881, -0.05614,  4.01192
  8.02677,  0.98589, -0.06306,  4.01338
  8.04677,  0.95713, -0.11011,  4.02339
  8.05931,  0.93137, -0.13954,  4.02965
  8.12166,  0.72177, -0.28492,  4.06083
  8.12170,  0.72162, -0.28500,  4.06085
  8.19995,  0.30933, -0.46341,  4.09997
  8.20806,  0.26049, -0.48154,  4.10403
  8.20894,  0.25513, -0.48351,  4.10447
  8.22394,  0.16300, -0.51684,  4.11197
  8.23026,  0.12373, -0.53078,  4.11513
  8.23135,  0.11690, -0.53319,  4.11568
  8.23871,  0.07086, -0.54937,  4.11936
  8.24245,  0.04740, -0.55756,  4.12123
  8.26163, -0.07302, -0.59925,  4.13082
  8.26997, -0.12513, -0.61720,  4.13498
  8.28181, -0.19855, -0.64253,  4.14091
  8.31459, -0.39480, -0.71144,  4.15730
  8.31553, -0.40019, -0.71338,  4.15776
  8.31616, -0.40380, -0.71468,  4.15808
  8.36844, -0.67736, -0.82046,  4.18422
  8.38215, -0.73814, -0.84730,  4.19107
  8.38898, -0.76640, -0.86054,  4.19449
  8.39749, -0.79965, -0.87689,  4.19874
  8.39887, -0.80483, -0.87953,  4.19944
  8.41337, -0.85547, -0.90696,  4.20668
  8.41975, -0.87555, -0.91890,  4.20988
  8.44294, -0.93641, -0.96146,  4.22147
  8.46285, -0.97288, -0.99699,  4.23142
  8.50705, -0.99902, -1.07235,  4.25353
  8.53025, -0.98199, -1.10984,  4.26512
  8.56178, -0.92560, -1.15844,  4.28089
  8.56743, -0.91157, -1.16686,  4.28372
  8.60233, -0.80031, -1.21675,  4.30117
  8.66384, -0.51528, -1.29570,  4.33192
  8.66532, -0.50731, -1.29745,  4.33266
  8.72462, -0.15882, -1.36184,  4.36231
  8.80133,  0.31696, -1.42755,  4.40067
  8.80437,  0.33499, -1.42973,  4.40218
  8.82788,  0.47002, -1.44551,  4.41394
  8.85762,  0.62583, -1.46264,  4.42881
  8.86392,  0.65620, -1.46586,  4.43196
  8.89198,  0.77838, -1.47846,  4.44599
  8.91996,  0.87618, -1.48816,  4.45998
  8.92167,  0.88132, -1.48866,  4.46084
  8.93706,  0.92282, -1.49268,  4.46853
  8.96602,  0.97729, -1.49786,  4.48301
  9.01290,  0.99672, -1.49969,  4.50645
  9.04786,  0.95513, -1.49576,  4.52393
  9.08193,  0.87039, -1.48759,  4.54097
  9.08282,  0.86762, -1.48732,  4.54141
  9.13173,  0.67656, -1.46800,  4.56587
  9.15592,  0.55728, -1.45523,  4.57796
  9.17062,  0.47834, -1.44645,  4.58531
  9.18479,  0.39838, -1.43725,  4.59239
  9.18502,  0.39705, -1.43710,  4.59251
  9.19564,  0.33495, -1.42973,  4.59782
  9.20125,  0.30154, -1.42567,  4.60062
  9.20235,  0.29496, -1.42487,  4.60117
  9.23132,  0.11711, -1.40206,  4.61566
  9.23413,  0.09955, -1.39970,  4.61706
  9.23657,  0.08428, -1.39762,  4.61828
  9.23708,  0.08110, -1.39718,  4.61854
  9.26488, -0.09337, -1.37202,  4.63244
  9.26750, -0.10976, -1.36951,  4.63375
  9.28346, -0.20867, -1.35375,  4.64173
  9.34348, -0.55415, -1.28692,  4.67174
  9.37893, -0.72436, -1.24203,  4.68947
  9.42302, -0.88528, -1.18086,  4.71151
  9.42738, -0.89770, -1.17449,  4.71369
  9.43886, -0.92711, -1.15748,  4.71943
  9.47443, -0.98712, -1.10240,  4.73721
  9.53109, -0.98098, -1.00762,  4.76555
  9.53185, -0.98004, -1.00628,  4.76593
  9.53782, -0.97189, -0.99581,  4.76891
  9.57667, -0.88620, -0.92555,  4.78833
  9.58146, -0.87184, -0.91663,  4.79073
  9.60661, -0.78393, -0.86904,  4.80330
  9.63269, -0.67213, -0.81823,  4.81635
  9.70075, -0.30453, -0.67941,  4.85038
  9.70552, -0.27587, -0.66938,  4.85276
  9.75118,  0.00740, -0.57146,  4.87559
  9.75718,  0.04511, -0.55836,  4.87859
  9.76739,  0.10907, -0.53595,  4.88370
  9.77923,  0.18262, -0.50982,  4.88961
  9.78192,  0.19921, -0.50385,  4.89096
  9.84321,  0.55274, -0.36571,  4.92160
  9.93245,  0.91128, -0.15886,  4.96623
